student_id,studied_course,Background,interested,Hour_week,Study_Materials,Practical_Work,Alone_Study,Sleep_hours,Soc_Activ,stressed_anx,Exp_GPA,Curr_GPA
169,Probability and Statistics,Chemistry,0,5,Notes:Books-Recommended:Books-Out Of Course:Internet Resources(Videos Articles),NA,Yes,2,Modelling:Friend Circle in the University:Fishing:Programming:Volunteering Work,No,4,2.5
170,Genetics,Biology,3,8,Books-Out Of Course:Books-Recommended:Notes:Internet Resources(Videos Articles),NA,No,3,Friend Circle in the University:Sports:Volunteering Work:Fishing:Modelling,Yes,2,1.5
171,English,Biology,4,1,Books-Out Of Course:Notes:Lecture Slides,Yes,Yes,5,Sports:Programming:Modelling:Fishing:Volunteering Work,Yes,2,3.5
172,Organic Chemistry,Chemistry,5,0,Books-Recommended:Internet Resources(Videos Articles):Books-Out Of Course:Lecture Slides:Notes,No,No,0,Fishing,Yes,4,4
173,Functional Programming,Biology,4,0,Books-Out Of Course:Internet Resources(Videos Articles):Books-Recommended:Notes,Prefer not to Say,Yes,7,Modelling:Volunteering Work:Friend Circle in the University:Fishing:Programming:Sports,Yes,2,4
174,Latin,Computer Science,9,4,Notes:Internet Resources(Videos Articles):Books-Out Of Course:Books-Recommended:Lecture Slides,Yes,Yes,1,Volunteering Work:Modelling:Fishing,Yes,4,3.5
175,Latin,Languages,7,2,Books-Recommended:Lecture Slides:Notes,Prefer not to Say,No,5,Programming:Friend Circle in the University:Volunteering Work:Sports:Modelling:Fishing,Yes,4,2
176,Mandarin,Languages,7,10+,Notes:Lecture Slides:Books-Out Of Course:Internet Resources(Videos Articles):Books-Recommended,No,No,2,Volunteering Work:Friend Circle in the University:Fishing:Sports,No,1,4
177,Databases,Computer Science,0,0,Books-Recommended:Lecture Slides:Internet Resources(Videos Articles):Notes:Books-Out Of Course,Prefer not to Say,No,0,Friend Circle in the University:Modelling:Fishing,Yes,1,1
178,Functional Programming,Mathematics,8,9,Lecture Slides,No,No,2,Friend Circle in the University:Volunteering Work:Programming:Fishing:Modelling:Sports,Yes,4,3.5
179,English,Chemistry,5,2,Books-Recommended:Books-Out Of Course:Internet Resources(Videos Articles):Lecture Slides,NA,No,7,Modelling:Volunteering Work:Fishing:Friend Circle in the University:Programming:Sports,No,2,2.5
180,Probability and Statistics,Biology,1,7,Lecture Slides:Notes:Internet Resources(Videos Articles):Books-Recommended,NA,Yes,2,Modelling:Sports:Fishing:Programming,Yes,4,2.5
181,Biochemistry,History,0,4,Internet Resources(Videos Articles),Yes,Yes,7,Sports:Fishing:Modelling:Volunteering Work:Programming:Friend Circle in the University,No,4,1.5
182,Latin,Languages,1,2,Books-Out Of Course:Lecture Slides:Notes:Internet Resources(Videos Articles):Books-Recommended,Prefer not to Say,No,4,Programming:Fishing,No,2,4
183,Probability and Statistics,Biology,3,2,Internet Resources(Videos Articles):Notes:Lecture Slides,No,Yes,0,Modelling:Friend Circle in the University:Fishing:Sports:Volunteering Work:Programming,No,2,2.5
184,Probability and Statistics,History,0,5,Books-Out Of Course,No,Yes,9,Modelling:Programming,No,2,3
185,Probability and Statistics,History,6,7,Lecture Slides:Books-Out Of Course:Notes:Books-Recommended,Prefer not to Say,No,1,Modelling:Sports:Programming:Fishing:Volunteering Work:Friend Circle in the University,No,2,1.5
186,Organic Chemistry,Biology,9,2,Lecture Slides,Yes,Yes,3,Sports:Fishing:Modelling,Yes,3,3
187,Biochemistry,Biology,2,0,Notes:Lecture Slides,Yes,Yes,3,Sports:Modelling:Friend Circle in the University,Yes,3,3
188,Mandarin,Languages,5,2,Lecture Slides:Books-Recommended:Notes,Prefer not to Say,No,7,Volunteering Work:Fishing,Yes,4,2.5
189,Databases,Biology,8,10+,Books-Out Of Course:Notes:Lecture Slides,NA,Yes,8,Volunteering Work:Modelling:Friend Circle in the University:Fishing:Sports:Programming,Yes,3,2.5
190,Mandarin,Biology,2,9,Lecture Slides:Books-Out Of Course:Books-Recommended:Notes:Internet Resources(Videos Articles),No,Yes,2,Friend Circle in the University:Sports:Fishing:Programming:Volunteering Work:Modelling,Yes,4,1
191,Organic Chemistry,Computer Science,2,8,Notes:Lecture Slides,Prefer not to Say,No,4,Programming:Friend Circle in the University:Volunteering Work:Sports:Fishing:Modelling,No,2,1.5
192,Biochemistry,History,5,7,Books-Out Of Course:Internet Resources(Videos Articles):Notes,Prefer not to Say,Yes,0,Volunteering Work,No,4,1
193,Linear Algebra,History,2,1,Books-Out Of Course:Books-Recommended:Internet Resources(Videos Articles):Lecture Slides:Notes,No,No,0,Fishing:Sports:Volunteering Work:Friend Circle in the University:Programming,No,2,2.5
194,Probability and Statistics,History,2,7,Books-Recommended:Notes:Books-Out Of Course:Internet Resources(Videos Articles):Lecture Slides,NA,Yes,1,Volunteering Work:Programming,No,2,4
195,English,Languages,3,6,Books-Recommended:Notes:Internet Resources(Videos Articles),Prefer not to Say,No,2,Fishing,Yes,1,1.5
196,Genetics,History,3,8,Books-Out Of Course:Internet Resources(Videos Articles),Yes,No,10+,Modelling,Yes,1,2
197,Functional Programming,Biology,3,9,Books-Recommended:Internet Resources(Videos Articles),Yes,No,9,Modelling:Volunteering Work,No,3,1.5
198,Linear Algebra,History,1,0,Lecture Slides:Internet Resources(Videos Articles):Books-Out Of Course,Prefer not to Say,Yes,0,Programming:Modelling:Volunteering Work,Yes,2,1.5
199,English,Languages,9,9,Books-Out Of Course:Lecture Slides:Notes,NA,No,7,Volunteering Work:Modelling:Programming:Sports:Fishing:Friend Circle in the University,Yes,3,4
200,Biochemistry,Languages,3,2,Books-Recommended,Yes,Yes,2,Sports:Friend Circle in the University:Fishing,Yes,2,1
201,Functional Programming,History,2,0,Books-Out Of Course:Lecture Slides:Internet Resources(Videos Articles):Books-Recommended,Yes,No,1,Modelling:Volunteering Work:Programming,No,2,1
202,Linear Algebra,Biology,7,3,Lecture Slides:Books-Out Of Course:Notes:Books-Recommended:Internet Resources(Videos Articles),NA,No,9,Programming:Modelling:Volunteering Work:Friend Circle in the University:Fishing,No,2,3
203,Functional Programming,Computer Science,8,1,Lecture Slides:Books-Out Of Course:Books-Recommended,No,No,4,Fishing,Yes,4,4
204,Mandarin,Biology,8,5,Books-Out Of Course:Internet Resources(Videos Articles):Books-Recommended,NA,Yes,3,Volunteering Work:Friend Circle in the University,Yes,2,3.5
205,Biochemistry,Chemistry,2,2,Notes:Internet Resources(Videos Articles):Lecture Slides:Books-Out Of Course,Prefer not to Say,Yes,4,Fishing:Programming:Friend Circle in the University,Yes,1,2.5
206,Mandarin,Chemistry,9,9,Lecture Slides:Notes,Prefer not to Say,Yes,2,Programming:Friend Circle in the University:Sports:Fishing:Volunteering Work,No,4,4
207,Probability and Statistics,History,10,10+,Notes,Yes,No,2,Friend Circle in the University:Volunteering Work:Fishing:Programming,No,2,4
208,Genetics,Computer Science,2,1,Books-Out Of Course:Books-Recommended,No,No,0,Friend Circle in the University:Fishing:Modelling,Yes,2,2
209,Organic Chemistry,Mathematics,8,8,Lecture Slides:Notes:Books-Recommended:Books-Out Of Course:Internet Resources(Videos Articles),NA,No,1,Sports:Friend Circle in the University:Programming,Yes,2,3.5
210,Linear Algebra,History,5,8,Internet Resources(Videos Articles):Books-Out Of Course:Lecture Slides,Prefer not to Say,Yes,5,Sports:Volunteering Work:Programming:Friend Circle in the University:Modelling,Yes,4,2.5
211,Mandarin,Chemistry,0,3,Books-Recommended:Lecture Slides:Notes:Internet Resources(Videos Articles):Books-Out Of Course,Prefer not to Say,No,8,Fishing:Programming:Modelling:Friend Circle in the University:Volunteering Work,No,1,4
212,Mandarin,History,5,10+,Books-Out Of Course:Internet Resources(Videos Articles):Notes:Books-Recommended,NA,No,6,Friend Circle in the University:Volunteering Work:Fishing,No,1,3
213,Latin,History,9,7,Internet Resources(Videos Articles):Lecture Slides:Books-Recommended:Books-Out Of Course:Notes,Yes,Yes,6,Volunteering Work:Fishing:Friend Circle in the University,No,3,3.5
214,Biochemistry,Mathematics,10,0,Internet Resources(Videos Articles),Yes,No,1,Friend Circle in the University:Sports:Programming:Volunteering Work,No,3,2
215,Latin,Computer Science,6,7,Internet Resources(Videos Articles),NA,No,3,Programming,No,4,2.5
216,Functional Programming,Mathematics,5,0,Books-Recommended,No,Yes,4,Sports:Volunteering Work:Fishing:Programming,No,2,3
217,Probability and Statistics,Biology,0,1,Books-Recommended,Yes,No,1,Volunteering Work:Fishing:Modelling:Sports:Programming,Yes,4,2.5
218,Organic Chemistry,Languages,4,9,Internet Resources(Videos Articles):Books-Out Of Course,Yes,Yes,1,Programming:Fishing,Yes,1,4
219,Probability and Statistics,Languages,5,4,Internet Resources(Videos Articles):Lecture Slides:Books-Recommended:Notes:Books-Out Of Course,No,Yes,4,Sports,Yes,1,3
220,Biochemistry,Languages,6,1,Lecture Slides:Books-Recommended,Yes,No,4,Friend Circle in the University:Modelling,Yes,4,1.5
221,Probability and Statistics,Languages,5,5,Lecture Slides:Books-Recommended:Notes,No,Yes,4,Fishing:Sports:Modelling:Friend Circle in the University:Programming,No,4,1.5
222,Functional Programming,Chemistry,2,3,Notes:Books-Out Of Course:Lecture Slides:Books-Recommended:Internet Resources(Videos Articles),Yes,No,6,Sports:Volunteering Work:Fishing:Friend Circle in the University:Modelling,No,4,3.5
223,Databases,Mathematics,3,9,Books-Out Of Course,Prefer not to Say,No,9,Friend Circle in the University:Sports:Programming,No,3,2.5
224,Functional Programming,Languages,3,6,Books-Recommended:Lecture Slides:Books-Out Of Course:Internet Resources(Videos Articles),Yes,Yes,9,Sports:Volunteering Work:Friend Circle in the University:Fishing:Modelling,Yes,2,4
225,Linear Algebra,Chemistry,6,8,Notes,Yes,No,6,Friend Circle in the University:Volunteering Work:Programming,No,2,3.5
226,Probability and Statistics,Mathematics,4,10+,Books-Recommended:Internet Resources(Videos Articles):Lecture Slides:Books-Out Of Course:Notes,Yes,Yes,10+,Sports:Fishing:Programming:Modelling:Friend Circle in the University,No,1,1.5
227,English,History,8,6,Books-Recommended:Internet Resources(Videos Articles),Yes,No,10+,Volunteering Work:Programming:Fishing:Sports,Yes,4,4
228,Organic Chemistry,Mathematics,2,5,Books-Out Of Course,No,Yes,7,Sports:Volunteering Work,No,2,1.5
229,Linear Algebra,History,5,2,Lecture Slides,Prefer not to Say,No,5,Volunteering Work:Friend Circle in the University,No,4,2.5
230,Functional Programming,Mathematics,10,1,Books-Out Of Course:Internet Resources(Videos Articles):Notes:Lecture Slides,Yes,No,8,Fishing,Yes,4,4
231,Biochemistry,History,7,6,Notes:Books-Recommended:Internet Resources(Videos Articles),Prefer not to Say,Yes,6,Friend Circle in the University:Sports,No,1,4
232,Functional Programming,Chemistry,6,3,Lecture Slides:Books-Recommended:Notes,NA,No,3,Volunteering Work:Friend Circle in the University,No,1,3
233,Databases,History,4,4,Books-Recommended:Lecture Slides:Books-Out Of Course:Notes,Yes,No,8,Sports:Modelling:Programming,No,2,4
234,Probability and Statistics,History,6,6,Lecture Slides:Books-Recommended,NA,Yes,8,Friend Circle in the University:Modelling:Volunteering Work,Yes,3,3.5
235,Latin,Mathematics,7,5,Books-Recommended:Lecture Slides,No,No,8,Volunteering Work:Modelling:Friend Circle in the University:Fishing:Programming:Sports,No,2,3.5
236,Linear Algebra,Mathematics,3,0,Books-Recommended:Notes:Lecture Slides:Books-Out Of Course,Prefer not to Say,No,0,Modelling:Volunteering Work:Friend Circle in the University:Sports:Fishing:Programming,No,1,1
237,Probability and Statistics,Chemistry,4,8,Books-Recommended:Lecture Slides,Yes,Yes,1,Modelling:Programming:Sports:Fishing,Yes,1,1.5
238,Functional Programming,Chemistry,10,2,Books-Recommended:Lecture Slides,Yes,Yes,2,Modelling:Friend Circle in the University:Fishing:Programming:Sports:Volunteering Work,Yes,3,2.5
239,English,Mathematics,7,9,Notes:Books-Recommended:Lecture Slides:Books-Out Of Course:Internet Resources(Videos Articles),Yes,No,3,Volunteering Work:Fishing:Modelling:Sports,No,4,1
240,Probability and Statistics,Computer Science,6,2,Lecture Slides:Internet Resources(Videos Articles):Notes:Books-Out Of Course:Books-Recommended,Prefer not to Say,No,10+,Sports:Volunteering Work:Programming:Fishing:Modelling,Yes,1,1
241,Biochemistry,Biology,6,3,Lecture Slides:Books-Out Of Course:Internet Resources(Videos Articles):Books-Recommended:Notes,No,No,1,Programming,Yes,2,2.5
242,English,Computer Science,0,4,Lecture Slides:Notes:Books-Recommended:Books-Out Of Course,Yes,No,9,Friend Circle in the University:Programming:Volunteering Work:Modelling:Sports,No,4,2.5
243,Databases,Biology,2,7,Books-Out Of Course:Books-Recommended:Notes,Prefer not to Say,No,7,Volunteering Work:Modelling:Fishing:Friend Circle in the University:Sports:Programming,No,1,2
244,Functional Programming,Biology,10,6,Notes:Lecture Slides,Yes,Yes,0,Fishing,No,1,3.5
245,Biochemistry,Mathematics,2,1,Notes:Books-Recommended:Books-Out Of Course,NA,Yes,8,Friend Circle in the University:Sports:Modelling:Programming:Fishing:Volunteering Work,No,2,2
246,Genetics,Computer Science,8,0,Lecture Slides:Books-Recommended,NA,Yes,0,Programming:Friend Circle in the University,Yes,4,2
247,Probability and Statistics,Chemistry,6,5,Lecture Slides,NA,No,3,Modelling:Volunteering Work,No,1,1
248,Genetics,History,1,0,Lecture Slides:Notes:Internet Resources(Videos Articles),NA,No,9,Friend Circle in the University:Fishing:Sports:Volunteering Work:Modelling,No,2,3
249,Databases,Chemistry,0,3,Books-Out Of Course:Internet Resources(Videos Articles),NA,No,8,Modelling:Programming:Volunteering Work:Sports:Fishing:Friend Circle in the University,No,2,4
250,Databases,Chemistry,1,1,Lecture Slides,NA,No,0,Programming,No,4,3
251,Linear Algebra,Languages,7,8,Internet Resources(Videos Articles):Books-Recommended:Books-Out Of Course,Prefer not to Say,No,9,Volunteering Work:Programming:Modelling,No,3,1.5
252,Latin,Chemistry,3,8,Internet Resources(Videos Articles):Lecture Slides:Notes,NA,No,6,Volunteering Work:Programming:Modelling,Yes,3,2.5
253,Linear Algebra,Mathematics,9,4,Notes:Lecture Slides,No,No,9,Programming:Friend Circle in the University,Yes,4,2.5
254,Functional Programming,History,4,4,Books-Out Of Course:Notes:Books-Recommended,Yes,Yes,6,Sports:Volunteering Work:Programming,Yes,4,4
255,Probability and Statistics,Languages,3,2,Books-Out Of Course:Lecture Slides,Prefer not to Say,No,4,Volunteering Work:Friend Circle in the University:Sports,No,3,3
256,Functional Programming,History,10,8,Lecture Slides,Yes,No,2,Sports:Modelling:Friend Circle in the University,No,4,2
257,Latin,Biology,0,9,Notes:Books-Out Of Course:Books-Recommended:Internet Resources(Videos Articles):Lecture Slides,NA,No,3,Modelling:Volunteering Work:Sports:Fishing:Programming,No,3,2
258,Latin,Biology,9,6,Notes:Lecture Slides:Internet Resources(Videos Articles):Books-Out Of Course:Books-Recommended,NA,No,0,Programming:Modelling,No,1,1
259,Mandarin,Mathematics,7,10+,Books-Out Of Course:Lecture Slides:Internet Resources(Videos Articles),No,No,5,Programming:Sports,Yes,4,2.5
260,Probability and Statistics,Languages,4,6,Books-Recommended:Books-Out Of Course:Notes,No,No,0,Sports:Modelling,Yes,3,3.5
261,English,Computer Science,0,4,Books-Out Of Course:Notes:Books-Recommended:Internet Resources(Videos Articles):Lecture Slides,Yes,No,4,Programming:Sports:Volunteering Work:Modelling:Friend Circle in the University,No,3,3
262,Mandarin,Computer Science,8,7,Books-Out Of Course:Books-Recommended,Prefer not to Say,No,7,Friend Circle in the University,No,1,4
263,Latin,History,8,1,Internet Resources(Videos Articles):Notes:Books-Out Of Course,Prefer not to Say,Yes,1,Sports:Modelling,Yes,2,2.5
264,Functional Programming,History,7,3,Lecture Slides:Notes,Yes,Yes,4,Programming:Sports:Fishing:Modelling,Yes,2,4
265,Latin,Biology,7,9,Internet Resources(Videos Articles):Books-Recommended:Books-Out Of Course:Notes:Lecture Slides,Yes,No,4,Volunteering Work,No,4,3.5
266,Organic Chemistry,Biology,6,0,Notes:Internet Resources(Videos Articles),No,No,1,Programming:Volunteering Work,No,2,1
267,Latin,Computer Science,4,4,Internet Resources(Videos Articles):Notes,NA,No,10+,Sports,No,1,4
268,Latin,Biology,9,3,Lecture Slides:Books-Recommended:Internet Resources(Videos Articles):Notes:Books-Out Of Course,No,Yes,4,Modelling:Volunteering Work:Fishing:Sports,Yes,1,3.5
269,Genetics,Chemistry,8,2,Books-Recommended,Yes,Yes,3,Programming:Volunteering Work:Modelling,Yes,2,4
270,Organic Chemistry,Biology,4,5,Lecture Slides,No,Yes,7,Volunteering Work:Friend Circle in the University:Fishing,No,3,2
271,Biochemistry,Computer Science,9,9,Internet Resources(Videos Articles):Notes,Yes,No,2,Modelling,Yes,4,2.5
272,Probability and Statistics,Biology,5,2,Lecture Slides:Internet Resources(Videos Articles):Books-Recommended:Books-Out Of Course:Notes,Yes,Yes,2,Fishing,No,2,2.5
273,Functional Programming,Computer Science,1,8,Books-Recommended:Books-Out Of Course:Lecture Slides:Internet Resources(Videos Articles):Notes,Prefer not to Say,Yes,4,Programming,No,2,3.5
274,Linear Algebra,Computer Science,10,10+,Internet Resources(Videos Articles):Notes:Books-Out Of Course:Lecture Slides:Books-Recommended,No,No,1,Programming:Volunteering Work:Friend Circle in the University:Fishing:Sports:Modelling,No,3,4
275,Mandarin,Chemistry,7,3,Internet Resources(Videos Articles):Notes:Books-Out Of Course:Books-Recommended,No,No,6,Modelling:Programming,No,2,1.5
276,Linear Algebra,Mathematics,9,10+,Books-Recommended:Internet Resources(Videos Articles),NA,Yes,9,Sports:Volunteering Work:Fishing:Modelling,Yes,3,1.5
277,Genetics,Biology,7,0,Internet Resources(Videos Articles),Prefer not to Say,Yes,3,Modelling:Fishing:Friend Circle in the University,No,1,1
278,Organic Chemistry,History,5,5,Books-Recommended:Lecture Slides:Notes:Books-Out Of Course:Internet Resources(Videos Articles),NA,No,5,Volunteering Work:Friend Circle in the University:Fishing:Modelling:Sports:Programming,No,4,2
